Nom,Type,Attribut,ATK,DEF,Niveau
Armored Zombie,Normal Monster,DARK,1500,0,3
Armoroid,Effect Monster,EARTH,2700,2000,8
Armory Call,Trap Card,,,,
Arms Regeneration,Spell Card,,,,
"Arnis, the Empowered Warrior",Effect Monster,FIRE,1700,1200,4
Aroma Blend,Spell Card,,,,
Aroma Garden,Spell Card,,,,
Aroma Gardening,Spell Card,,,,
Aroma Healing,Trap Card,,,,
Aromage Bergamot,Effect Monster,FIRE,2400,1800,6
Aromage Cananga,Effect Monster,EARTH,1400,1000,3
Aromage Jasmine,Effect Monster,LIGHT,100,1900,2
Aromage Laurel,Effect Monster,WIND,800,0,1
Aromage Marjoram,Effect Monster,DARK,2000,1600,5
Aromage Rosemary,Effect Monster,WATER,1800,700,4
"Aron, the Ogdoadic King",Effect Monster,LIGHT,2500,2800,8
Array of Revealing Light,Spell Card,,,,
Arrivalrivals,Spell Card,,,,
Arrive in Light,Spell Card,,,,
Arsenal Bug,Effect Monster,EARTH,2000,2000,3
Arsenal Robber,Trap Card,,,,
Artifact Achilleshield,Effect Monster,LIGHT,1500,2200,5
Artifact Aegis,Effect Monster,LIGHT,1200,2500,5
Artifact Beagalltach,Effect Monster,LIGHT,1400,2100,5
Artifact Caduceus,Effect Monster,LIGHT,1600,2400,5
Artifact Chakram,Effect Monster,LIGHT,1900,2000,5
Artifact Failnaught,Effect Monster,LIGHT,2000,1600,5
Artifact Ignition,Spell Card,,,,
Artifact Labrys,Effect Monster,LIGHT,2300,1000,5
Artifact Lancea,Effect Monster,LIGHT,1700,2300,5
Artifact Mjollnir,Effect Monster,LIGHT,1300,1800,5
Artifact Moralltach,Effect Monster,LIGHT,2100,1400,5
Artifact Sanctum,Trap Card,,,,
Artifact Scythe,Effect Monster,LIGHT,2200,900,5
Artifact Vajra,Effect Monster,LIGHT,1800,1900,5
Artifacts Unleashed,Spell Card,,,,
Artillery Catapult Turtle,Effect Monster,WATER,1000,2000,4
"Ascator, Dawnwalker",Effect Monster,EARTH,2300,1500,5
Ascending Soul,Spell Card,,,,
Asceticism of the Six Samurai,Spell Card,,,,
Ashened for Eternity,Trap Card,,,,
Ashened to Endlessness,Trap Card,,,,
Ashoka Pillar,Effect Monster,EARTH,0,2200,3
Asleep at the Switch,Trap Card,,,,
Assault Armor,Spell Card,,,,
Assault Beast,Effect Monster,EARTH,1900,1200,4
Assault Blackwing - Kunai the Drizzle,Effect Monster,DARK,2100,1600,5
Assault Counter,Trap Card,,,,
Assault Dog,Effect Monster,EARTH,1200,800,4
Assault Mercenary,Effect Monster,EARTH,1800,300,4
Assault Mode Activate,Trap Card,,,,
Assault Mode Zero,Spell Card,,,,
Assault on GHQ,Trap Card,,,,
Assault Overload,Spell Card,,,,
Assault Reboot,Trap Card,,,,
Assault Revival,Spell Card,,,,
Assault Sentinel,Effect Monster,EARTH,1600,800,4
Assault Slash,Trap Card,,,,
Assault Spirits,Trap Card,,,,
Assault Teleport,Spell Card,,,,
Assault Wyvern,Effect Monster,LIGHT,1800,1100,4
Asset Mountis,Effect Monster,LIGHT,2300,2000,7
Astellar of the White Forest,Effect Monster,LIGHT,0,0,2
Astra Ghouls,Effect Monster,EARTH,0,2000,5
Astral Barrier,Trap Card,,,,
Astral Kuriboh,Effect Monster,LIGHT,100,100,1
Astraltopia,Effect Monster,LIGHT,0,0,4
Aswan Apparition,Effect Monster,DARK,500,500,3
Asymmetaphys,Spell Card,,,,
At One With the Sword,Trap Card,,,,
Athena,Effect Monster,LIGHT,2600,800,7
Atlantean Attack Squad,Effect Monster,WATER,1400,0,3
Atlantean Dragoons,Effect Monster,WATER,1800,0,4
Atlantean Heavy Infantry,Effect Monster,WATER,0,1600,2
Atlantean Marksman,Effect Monster,WATER,1400,0,3
Atlantean Pikeman,Normal Monster,WATER,1400,0,2
Atomic Firefly,Effect Monster,LIGHT,100,200,1
Attachment Cybern,Effect Monster,LIGHT,1600,800,3
Attack and Receive,Trap Card,,,,
Attack Guidance Armor,Trap Card,,,,
Attack of the Cornered Rat,Trap Card,,,,
Attack Pheromones,Spell Card,,,,
Attack Reflector Unit,Trap Card,,,,
Attack the Moon!,Spell Card,,,,
Attention!,Trap Card,,,,
Attraffic Control,Spell Card,,,,
Augmented Heraldry,Spell Card,,,,
"Aurkus, Lightsworn Druid",Effect Monster,LIGHT,1200,1800,3
Aurora Paragon,Effect Monster,LIGHT,1500,1000,4
Aurora Wing,Effect Monster,WATER,1200,1600,4
Aussa the Earth Channeler,Effect Monster,EARTH,1850,1500,5
Automatic Laser,Trap Card,,,,
Autonomous Action Unit,Spell Card,,,,
Autorokket Dragon,Effect Monster,DARK,1600,1000,3
Avalanching Aussa,Effect Monster,EARTH,800,1500,4
Avalon,Trap Card,,,,
"Avance, Swordsman of the Nekroz",Effect Monster,WATER,1500,800,4
Avatar of The Pot,Effect Monster,EARTH,1200,1300,3
"Avida, Rebuilder of Worlds",Effect Monster,LIGHT,3500,3500,11
Awakening of Nephthys,Trap Card,,,,
Awakening of the Crystal Ultimates,Spell Card,,,,
Awakening of the Possessed,Spell Card,,,,
Awakening of the Possessed - Gagigobyte,Effect Monster,WATER,2000,200,5
Awakening of the Possessed - Greater Inari Fire,Effect Monster,FIRE,2000,200,5
Awakening of the Possessed - Nefariouser Archfiend,Effect Monster,EARTH,2000,200,5
Awakening of the Possessed - Rasenryu,Effect Monster,WIND,2000,200,5
Awakening of the Sacred Beasts,Trap Card,,,,
Awakening of Veidos,Spell Card,,,,
Axe Dragonute,Effect Monster,DARK,2000,1200,4
Axe of Despair,Spell Card,,,,
Axe of Fools,Spell Card,,,,
Axe Raider,Normal Monster,EARTH,1700,1150,4
Aye-Iron,Effect Monster,EARTH,1600,1800,4
Ayers Rock Sunrise,Spell Card,,,,
Azamina Debtors,Spell Card,,,,
Azamina Determination,Trap Card,,,,
Azamina Elzette of the White Forest,Effect Monster,LIGHT,0,0,2
Azamina Unleashing,Trap Card,,,,
"Aztekipede, the Worm Warrior",Effect Monster,EARTH,1900,400,4
B. Dragon Jungle King,Normal Monster,EARTH,2100,1800,6
B.E.F. Zelos,Spell Card,,,,
B.E.S. Big Core,Effect Monster,DARK,2300,1100,6
B.E.S. Big Core MK-2,Effect Monster,FIRE,2400,1100,6
B.E.S. Big Core MK-3,Effect Monster,LIGHT,2700,1900,8
B.E.S. Blaster Cannon Core,Effect Monster,EARTH,2500,3000,9
B.E.S. Covered Core,Effect Monster,EARTH,2500,800,7
B.E.S. Crystal Core,Effect Monster,WATER,2100,1000,5
B.E.S. Tetran,Effect Monster,WIND,1800,2300,6
Baby Dragon,Normal Monster,WIND,1200,700,3
Baby Raccoon Ponpoko,Effect Monster,EARTH,800,0,2
Baby Spider,Effect Monster,DARK,0,0,3
Babycerasaurus,Effect Monster,EARTH,500,500,2
Bachibachibachi,Effect Monster,LIGHT,800,800,3
Back to Square One,Spell Card,,,,
Back to the Front,Trap Card,,,,
Back-Up Rider,Spell Card,,,,
Backfire,Trap Card,,,,
Background Dragon,Effect Monster,DARK,1600,1800,5
Backlinker,Effect Monster,DARK,1600,0,3
Backs to the Wall,Trap Card,,,,
Backup Operator,Effect Monster,LIGHT,1200,800,3
Backup Secretary,Effect Monster,LIGHT,1200,800,3
Backup Soldier,Trap Card,,,,
Backup Squad,Spell Card,,,,
Backup Team,Trap Card,,,,
Backup Warrior,Effect Monster,EARTH,2100,0,5
Bacon Saver,Effect Monster,DARK,700,600,2
Bad Aim,Trap Card,,,,
Bad Luck Blast,Trap Card,,,,
Bad Reaction to Simochi,Trap Card,,,,
"Bahalutiya, the Grand Radiance",Effect Monster,LIGHT,2000,2400,7
Bait Doll,Spell Card,,,,
Baku the Beast Ninja,Effect Monster,WIND,1500,600,3
Balance of Judgment,Trap Card,,,,
Balancer Lord,Effect Monster,LIGHT,1700,1200,4
Ballista of Rampart Smashing,Spell Card,,,,
Ballista Squad,Trap Card,,,,
Balloon Lizard,Effect Monster,EARTH,500,1900,4
Bamboo Scrap,Trap Card,,,,
Banisher of the Light,Effect Monster,LIGHT,100,2000,3
Banisher of the Radiance,Effect Monster,LIGHT,1600,0,3
Banishing Trap Hole,Trap Card,,,,
Banishment of the Darklords,Spell Card,,,,
Banner of Courage,Spell Card,,,,
Banquet of Millions,Trap Card,,,,
Baobaboon,Effect Monster,DARK,1200,1000,3
"Barbar, Malebranche of the Burning Abyss",Effect Monster,DARK,1700,1000,3
Barian Untopia,Spell Card,,,,
Barian's Chaos Draw,Spell Card,,,,
Bark of Dark Ruler,Trap Card,,,,
Barkion's Bark,Spell Card,,,,
Baron of the Fiend Sword,Normal Monster,DARK,1550,800,4
Barrage Blast,Trap Card,,,,
Barrel Behind the Door,Trap Card,,,,
Barrel Dragon,Effect Monster,DARK,2600,2200,7
Barrel Lily,Normal Monster,EARTH,1100,600,3
Barrel Rock,Normal Monster,EARTH,1000,1300,4
Barrier of the Voiceless Voice,Spell Card,,,,
Barrier Statue of the Abyss,Effect Monster,DARK,1000,1000,4
Barrier Statue of the Drought,Effect Monster,EARTH,1000,1000,4
Barrier Statue of the Heavens,Effect Monster,LIGHT,1000,1000,4
Barrier Statue of the Inferno,Effect Monster,FIRE,1000,1000,4
Barrier Statue of the Stormwinds,Effect Monster,WIND,1000,1000,4
Barrier Statue of the Torrent,Effect Monster,WATER,1000,1000,4
Barrier Wave,Trap Card,,,,
Basal Rose Shoot,Spell Card,,,,
Bashing Shield,Spell Card,,,,
Basic Insect,Normal Monster,EARTH,500,700,2
"Basilius, Familiar of the Evil Eye",Effect Monster,DARK,400,2000,3
"Basiltrice, Familiar of the Evil Eye",Effect Monster,DARK,1000,2000,3
Bat,Normal Monster,WIND,300,350,1
Battery Charger,Spell Card,,,,
Batteryman 9-Volt,Effect Monster,LIGHT,1000,1000,4
Batteryman AA,Effect Monster,LIGHT,0,0,3
Batteryman AAA,Effect Monster,LIGHT,0,0,4
Batteryman C,Effect Monster,LIGHT,0,0,2
Batteryman Charger,Effect Monster,LIGHT,1800,1200,5
Batteryman D,Effect Monster,LIGHT,0,1900,1
Batteryman Fuel Cell,Effect Monster,LIGHT,2100,0,6
Batteryman Industrial Strength,Effect Monster,LIGHT,2600,0,8
Batteryman Solar,Effect Monster,LIGHT,1500,1500,4
Battle Break,Trap Card,,,,
Battle Fader,Effect Monster,DARK,0,0,1
Battle Footballer,Normal Monster,FIRE,1000,2100,4
Battle Fusion,Spell Card,,,,
Battle Instinct,Trap Card,,,,
Battle Mania,Trap Card,,,,
Battle of Sleeping Spirits,Spell Card,,,,
Battle of the Elements,Trap Card,,,,
Battle Ox,Normal Monster,EARTH,1700,1000,4
Battle Royal Mode - Joining,Spell Card,,,,
Battle Steer,Normal Monster,EARTH,1800,1300,5
Battle Survivor,Effect Monster,EARTH,1600,800,4
Battle Teleportation,Trap Card,,,,
Battle Tuned,Spell Card,,,,
Battle Waltz,Spell Card,,,,
Battle Warrior,Normal Monster,EARTH,700,1000,3
Battle-Scarred,Trap Card,,,,
Battlefield Tragedy,Spell Card,,,,
Battleguard Cadet,Effect Monster,EARTH,50,100,1
Battleguard Echoes,Spell Card,,,,
Battleguard Howling,Trap Card,,,,
Battleguard King,Effect Monster,EARTH,3000,1100,8
Battleguard Rage,Trap Card,,,,
Battlestorm,Effect Monster,DARK,1700,1000,4
Battlewasp - Arbalest the Rapidfire,Effect Monster,WIND,1800,800,4
Battlewasp - Dart the Hunter,Effect Monster,WIND,100,100,1
Battlewasp - Nest,Trap Card,,,,
Battlewasp - Pin the Bullseye,Effect Monster,WIND,200,300,1
Battlewasp - Rapier the Onslaught,Effect Monster,WIND,1900,0,5
Battlewasp - Twinbow the Attacker,Effect Monster,WIND,1000,500,3
Battlewasp Wind,Spell Card,,,,
Battlin' Boxer Big Bandage,Effect Monster,FIRE,1100,1400,2
Battlin' Boxer Chief Second,Effect Monster,FIRE,500,2000,4
Battlin' Boxer Counterpunch,Effect Monster,FIRE,0,1100,3
Battlin' Boxer Glassjaw,Effect Monster,FIRE,2000,0,4
Battlin' Boxer Headgeared,Effect Monster,FIRE,1000,1800,4
Battlin' Boxer Promoter,Effect Monster,FIRE,1700,800,4
Battlin' Boxer Rabbit Puncher,Effect Monster,FIRE,800,1000,3
Battlin' Boxer Rib Gardna,Effect Monster,FIRE,100,1400,3
Battlin' Boxer Shadow,Effect Monster,FIRE,1800,1400,4
Battlin' Boxer Sparrer,Effect Monster,FIRE,1200,1400,4
Battlin' Boxer Switchitter,Effect Monster,FIRE,1500,1400,4
Battlin' Boxer Uppercutter,Effect Monster,FIRE,1600,200,4
Battlin' Boxer Veil,Effect Monster,FIRE,0,1800,4
Battlin' Boxing Cross Counter,Trap Card,,,,
Battlin' Boxing Spirits,Spell Card,,,,
Bayerock Dragon,Effect Monster,EARTH,2300,1800,6
"Bayonater, the Baneful Barrel",Effect Monster,DARK,500,0,1
Bayonet Punisher,Spell Card,,,,
Bazoo the Soul-Eater,Effect Monster,EARTH,1600,900,4
Beacon of White,Spell Card,,,,
Beaked Snake,Normal Monster,EARTH,800,900,3
Bean Soldier,Normal Monster,EARTH,1400,1300,4
Bearblocker,Effect Monster,DARK,1600,0,3
"Beargram, Shelled Emperor of the Forest Crown",Effect Monster,EARTH,3400,2900,9
Beast Fangs,Spell Card,,,,
Beast King Barbaros,Effect Monster,EARTH,3000,1200,8
Beast King Unleashed,Trap Card,,,,
Beast Machine King Barbaros Ür,Effect Monster,EARTH,3800,1200,8
Beast Magic Attack,Spell Card,,,,
Beast of Talwar,Normal Monster,DARK,2400,2150,6
Beast of the Pharaoh,Effect Monster,EARTH,400,600,3
Beast Rage,Spell Card,,,,
Beast Rising,Trap Card,,,,
Beast Soul Swap,Trap Card,,,,
Beast Striker,Effect Monster,EARTH,1850,400,4
Beast-Warrior Puma,Effect Monster,LIGHT,1600,1000,4
Beastking of the Swamps,Effect Monster,WATER,1000,1100,4
Beastly Mirror Ritual,Spell Card,,,,
"Beat, Bladesman Fur Hire",Effect Monster,EARTH,1200,500,3
Beatraptor,Effect Monster,EARTH,1400,2000,4
Beautiful Beast Trainer,Normal Monster,EARTH,1750,1500,5
Beautiful Headhuntress,Normal Monster,EARTH,1600,800,4
Beautunaful Princess,Effect Monster,WATER,0,0,1
Beaver Warrior,Normal Monster,EARTH,1200,1500,4
Beckoned by the World Chalice,Normal Monster,EARTH,1800,0,4
Beckoning Light,Trap Card,,,,
Bee List Soldier,Effect Monster,WIND,500,400,1
Beelze Frog,Effect Monster,WATER,1200,800,3
Beetron,Effect Monster,DARK,1600,900,4
Beetrooper Assault Roller,Effect Monster,EARTH,1600,1400,4
Beetrooper Descent,Spell Card,,,,
Beetrooper Fly & Sting,Trap Card,,,,
Beetrooper Formation,Spell Card,,,,
Beetrooper Landing,Spell Card,,,,
Beetrooper Light Flapper,Effect Monster,WATER,2000,2200,6
Beetrooper Scale Bomber,Effect Monster,FIRE,1200,2000,3
Beetrooper Scout Buggy,Effect Monster,WIND,1000,300,3
Beetrooper Squad,Trap Card,,,,
Beetrooper Sting Lancer,Effect Monster,WIND,2400,1800,7
Beginning Knight,Effect Monster,LIGHT,500,2000,4
Beginning of Heaven and Earth,Trap Card,,,,
"Begone, Knave!",Trap Card,,,,
Behegon,Normal Monster,WATER,1350,1000,4
Behemoth the King of a Hundred Battles,Effect Monster,EARTH,2700,1500,10
Behemoth the King of All Animals,Effect Monster,EARTH,2700,1500,7
"Beiige, Vanguard of Dark World",Effect Monster,DARK,1600,1300,4
Belial - Marquis of Darkness,Effect Monster,DARK,2800,2400,8
Bending Destiny,Trap Card,,,,
Berfomet,Effect Monster,DARK,1400,1800,5
Berlineth the Firestorm Vassal,Effect Monster,FIRE,800,1000,3
Berry Magician Girl,Effect Monster,EARTH,400,400,1
Berserk Archfiend,Effect Monster,DARK,2000,0,6
Berserk Dragon,Effect Monster,DARK,3500,0,8
Berserk Gorilla,Effect Monster,EARTH,2000,1000,4
Berserk Scales,Spell Card,,,,
Berserker Crush,Spell Card,,,,
Berserker Soul,Spell Card,,,,
Berserking,Trap Card,,,,
Berserkion the Electromagna Warrior,Effect Monster,EARTH,3000,2800,8
Beta Evolution Pill - Ultranscendance,Spell Card,,,,
Beta The Electromagnet Warrior,Effect Monster,EARTH,1500,1500,3
Beta The Magnet Warrior,Normal Monster,EARTH,1700,1600,4
Beware the White Forest,Spell Card,,,,
"Bi'an, Earth of the Yang Zing",Effect Monster,EARTH,1600,0,3
Bicorn Re'em,Effect Monster,DARK,800,1600,4
Bicular,Effect Monster,EARTH,200,200,2
Big Bang Shot,Spell Card,,,,
Big Belly Knight,Effect Monster,EARTH,1000,1600,4
Big Burn,Trap Card,,,,
Big Evolution Pill,Spell Card,,,,
Big Inflate Dragon,Effect Monster,WIND,2500,1500,8
Big Insect,Normal Monster,EARTH,1200,1500,4
Big Jaws,Effect Monster,WATER,1800,300,3
Big Koala,Normal Monster,EARTH,2700,2000,7
Big One Warrior,Effect Monster,LIGHT,100,600,1
Big Piece Golem,Effect Monster,EARTH,2100,0,5
Big Shield Gardna,Effect Monster,EARTH,100,2600,4
Big Wave Small Wave,Spell Card,,,,
Big Welcome Labrynth,Trap Card,,,,
Big Whale,Effect Monster,WATER,1000,3000,9
BIG Win!?,Trap Card,,,,
Big-Tusked Mammoth,Effect Monster,EARTH,2000,1000,5
Big-Winged Berfomet,Effect Monster,DARK,1400,1800,5
Binding Chain,Normal Monster,LIGHT,1000,1100,3
"Bingo Machine, Go!!!",Spell Card,,,,
Bio Plant,Normal Monster,DARK,600,1300,3
Bio-Insect Armor,Effect Monster,EARTH,1500,2000,5
Bio-Mage,Normal Monster,LIGHT,1150,1000,3
Biofalcon,Effect Monster,LIGHT,1700,1200,4
Bird of Roses,Effect Monster,WIND,1800,1500,4
Birdface,Effect Monster,WIND,1600,1600,4
Birth of the Prominence Flame,Spell Card,,,,
Birthright,Trap Card,,,,
Bite Bug,Effect Monster,EARTH,300,1000,3
Bitelon,Effect Monster,WATER,2400,1000,6
Bitron,Normal Monster,EARTH,200,2000,2
Bitrooper,Effect Monster,EARTH,1500,2000,4
"Bixi, Water of the Yang Zing",Effect Monster,WATER,0,2000,2
Black and White Wave,Spell Card,,,,
Black Brachios,Effect Monster,EARTH,1800,1100,4
Black Cat-astrophe,Trap Card,,,,
Black Dragon Collapserpent,Effect Monster,DARK,1800,1700,4
Black Dragon Ninja,Effect Monster,DARK,2800,1600,7
Black Dragon's Chick,Effect Monster,DARK,800,500,1
Black Feather Beacon,Trap Card,,,,
Black Feather Whirlwind,Spell Card,,,,
Black Garden,Spell Card,,,,
Black Horn of Heaven,Trap Card,,,,
Black Illusion,Trap Card,,,,
Black Illusion Ritual,Spell Card,,,,
Black Luster Ritual,Spell Card,,,,
Black Luster Soldier - Envoy of the Beginning,Effect Monster,LIGHT,3000,2500,8
Black Luster Soldier - Envoy of the Evening Twilight,Effect Monster,DARK,3000,2500,8
Black Luster Soldier - Sacred Soldier,Effect Monster,LIGHT,3000,2500,8
Black Magic Ritual,Spell Card,,,,
Black Mamba,Effect Monster,DARK,1300,1000,3
Black Metal Dragon,Effect Monster,DARK,600,600,1
Black Pendant,Spell Card,,,,
Black Potan,Effect Monster,DARK,200,100,1
Black Ptera,Effect Monster,WIND,1000,500,3
Black Return,Trap Card,,,,
Black Shadow Squall,Trap Card,,,,
Black Sonic,Trap Card,,,,
Black Stego,Effect Monster,EARTH,1200,2000,4
Black Thunder,Trap Card,,,,
Black Tyranno,Effect Monster,EARTH,2600,1800,7
Black Veloci,Effect Monster,EARTH,1800,300,4
Black Whirlwind,Spell Card,,,,
Black Wing Revenge,Trap Card,,,,
Black-Winged Strafe,Spell Card,,,,
Blackback,Trap Card,,,,
Blackbird Close,Trap Card,,,,
Blackboost,Trap Card,,,,
"Blackeyes, the Plunder Patroll Seaguide",Effect Monster,WATER,1000,1000,4
Blackland Fire Dragon,Normal Monster,DARK,1500,800,4
Blackwing - Abrolhos the Megaquake,Effect Monster,DARK,2600,1800,7
Blackwing - Aurora the Northern Lights,Effect Monster,LIGHT,-1,0,10
Blackwing - Backlash,Trap Card,,,,
Blackwing - Bombardment,Trap Card,,,,
Blackwing - Boobytrap,Trap Card,,,,
Blackwing - Bora the Spear,Effect Monster,DARK,1700,800,4
Blackwing - Boreas the Sharp,Effect Monster,DARK,1300,900,5
Blackwing - Brisote the Tailwind,Effect Monster,DARK,1200,1800,5
Blackwing - Calima the Haze,Effect Monster,DARK,600,1800,4
Blackwing - Chinook the Snow Blast,Effect Monster,DARK,100,700,2
Blackwing - Damascus the Polar Night,Effect Monster,DARK,1300,700,3
Blackwing - Elphin the Raven,Effect Monster,DARK,2200,1200,6
Blackwing - Etesian of Two Swords,Effect Monster,DARK,400,1600,3
Blackwing - Fane the Steel Chain,Effect Monster,DARK,500,800,2
Blackwing - Ghibli the Searing Wind,Effect Monster,DARK,0,1600,3
Blackwing - Gladius the Midnight Sun,Effect Monster,DARK,800,1500,3
Blackwing - Gust the Backblast,Effect Monster,DARK,900,1400,2
Blackwing - Harmattan the Dust,Effect Monster,DARK,800,800,2
Blackwing - Jetstream the Blue Sky,Effect Monster,DARK,100,800,1
Blackwing - Kalut the Moon Shadow,Effect Monster,DARK,1400,1000,3
Blackwing - Kris the Crack of Dawn,Effect Monster,DARK,1900,300,4
Blackwing - Shura the Blue Flame,Effect Monster,DARK,1800,1200,4
Blackwing - Simoon the Poison Wind,Effect Monster,DARK,1600,2000,6
Blackwing - Sirocco the Dawn,Effect Monster,DARK,2000,900,5
Blackwing - Sudri the Phantom Glimmer,Effect Monster,DARK,1400,1400,4
Blackwing - Tornado the Reverse Wind,Effect Monster,DARK,1000,1200,4
Blackwing - Twin Shadow,Trap Card,,,,
Blackwing - Zephyros the Elite,Effect Monster,DARK,1600,1000,4
Blackwing - Zonda the Dusk,Effect Monster,DARK,2300,900,6
Blade Bounzer,Effect Monster,EARTH,1800,1400,4
Blade Garoodia the Cubic Beast,Effect Monster,FIRE,0,0,3
Blade Knight,Effect Monster,LIGHT,1600,1000,4
Blade Rabbit,Effect Monster,EARTH,400,300,2
Blade Skater,Normal Monster,EARTH,1400,1500,4
Bladefly,Effect Monster,WIND,600,700,2
Blast Asmodian,Effect Monster,FIRE,1000,300,3
Blast Held by a Tribute,Trap Card,,,,
Blast Held by Destiny,Trap Card,,,,
Blast Juggler,Effect Monster,FIRE,800,900,3
Blast Magician,Effect Monster,FIRE,1400,1700,4
Blast Sphere,Effect Monster,DARK,1400,1400,4
Blast with Chain,Trap Card,,,,
"Blaster, Dragon Ruler of Infernos",Effect Monster,FIRE,2800,1800,7
Blasting Fuse,Trap Card,,,,
Blasting the Ruins,Trap Card,,,,
Blaze Accelerator,Spell Card,,,,
Blaze Accelerator Reload,Trap Card,,,,
Blaze Cannon,Spell Card,,,,
Blazing Hiita,Effect Monster,FIRE,800,1500,4
Blazing Inpachi,Normal Monster,FIRE,1850,0,4
Blazing Mirror Force,Trap Card,,,,
Blessed Winds,Trap Card,,,,
Blessing of the Voiceless Voice,Spell Card,,,,
Blessings for Gusto,Trap Card,,,,
Blessings of the Nile,Spell Card,,,,
Blind Destruction,Trap Card,,,,
Blind Obliteration,Trap Card,,,,
Blind Spot Strike,Spell Card,,,,
Blindly Loyal Goblin,Effect Monster,EARTH,1800,1500,4
Blink Out,Spell Card,,,,
Blizzard,Spell Card,,,,
Blizzard Dragon,Effect Monster,WATER,1800,1000,4
Blizzard Falcon,Effect Monster,WATER,1500,1500,4
Blizzard Princess,Effect Monster,WATER,2800,2100,8
Blizzard Thunderbird,Effect Monster,WATER,1600,1400,4
Blizzard Warrior,Effect Monster,WATER,1400,400,3
"Blizzed, Defender of the Ice Barrier",Effect Monster,WATER,300,500,1
Block Attack,Spell Card,,,,
Block Dragon,Effect Monster,EARTH,2500,3000,8
Block Golem,Effect Monster,EARTH,1000,1500,3
Block Spider,Effect Monster,EARTH,0,100,1
Blocker,Normal Monster,DARK,850,1800,4
Blockman,Effect Monster,EARTH,1000,1500,4
Blockout Curtain,Spell Card,,,,
Blood Sucker,Effect Monster,DARK,1300,1500,4
Blooming of the Darkest Rose,Trap Card,,,,
Blossom Bombardment,Trap Card,,,,
Blowback Dragon,Effect Monster,DARK,2300,1200,6
Blue Dragon Ninja,Effect Monster,WATER,2100,1200,5
Blue Dragon Summoner,Effect Monster,WIND,1500,600,4
Blue Duston,Effect Monster,WATER,0,1000,1
Blue Flame Swordsman,Effect Monster,FIRE,1800,1600,4
Blue Medicine,Spell Card,,,,
Blue Mountain Butterspy,Effect Monster,DARK,0,1700,4
Blue Rose Dragon,Effect Monster,DARK,1600,1200,4
Blue Thunder T-45,Effect Monster,LIGHT,1700,1000,4
Blue-Blooded Oni,Effect Monster,DARK,1000,1700,4
